24981,6,0,0,111,439,0,0,0,4,0,0,0,0,0,0,21,15,0,0,0,942,10,0,0,7471,12017,0,0,0,756,0,5,26,0,0,0,511,470,0,0,0,1912,14,0,0,13108,1271,0,0,0,0,0,308,7,0,0,0,38,2,0,0,0,1091,
34343,0,0,0,213,4,0,0,0,0,0,0,0,0,0,0,107,0,0,0,201,622,0,0,1,6538,4,0,0,220,0,0,0,0,0,0,50,91,0,0,0,1802,72,0,0,7567,1961,0,0,0,0,0,0,2263,0,0,0,2239,497,0,0,2,6577,162,
19111,22,0,0,1,16,0,0,0,0,0,0,0,0,0,0,474,117,0,0,0,213,17,0,0,0,21,0,0,0,0,0,1,3,0,0,0,226,5301,0,0,2,688,75,0,0,0,9015,0,0,0,0,0,12,1842,0,0,7,15428,6444,0,0,0,6500,
17954,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,176,1,0,0,222,137,0,0,0,15,5,0,0,0,0,0,0,0,0,0,3,330,8074,0,0,72,373,3572,0,0,23,7716,0,0,0,0,0,2,1109,0,0,17,1463,0,0,0,26,24213,
35202,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,19,0,0,12,943,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,138,36,0,2,8,743,4,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4685,663,0,234,117,22641,
42764,4,0,0,225,78,0,0,0,0,0,0,0,0,0,0,32,4,0,0,75,1551,1,0,0,6205,330,0,0,0,128,0,0,0,0,0,0,121,14,0,0,1204,4342,17,0,486,1823,1,0,0,0,0,0,0,0,0,0,0,1132,66,0,0,3025,1908,
35104,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,55,0,0,0,81,886,22,0,0,1,26,0,0,0,0,0,0,0,0,0,0,725,0,0,0,3378,5202,344,0,0,32,225,0,0,0,0,0,0,0,0,0,279,4313,0,0,0,647,14188,
42301,22,0,0,1,4,0,0,0,0,0,0,0,0,0,0,56,0,0,0,113,640,23,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2971,3,0,0,1333,2887,1209,0,0,1,127,0,0,0,0,0,0,0,0,0,2760,884,155,0,0,739,9297,
50656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,17,0,0,36,991,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,54,0,0,83,8280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621,1,0,0,1390,1197,
50480,31,0,0,0,5,0,0,0,0,0,0,0,0,0,0,177,5,0,0,50,585,65,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1357,27,0,0,729,5843,309,0,0,0,0,0,0,0,0,0,901,0,0,0,71,2846,232,0,0,35,1782,
24529,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,197,62,0,0,23,1328,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,150,0,0,62,7447,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16955,4466,0,0,1195,8616,
38222,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,19,0,0,4,474,5634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,448,642,0,0,1357,5105,6615,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1166,7,15,19,4180,1506,
41565,3,0,0,102,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,166,144,0,0,4776,7208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,138,1258,45,0,3,9181,284,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,274,
41790,135,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,40,0,0,18,1358,6220,0,0,2,6,0,0,0,0,0,0,0,0,0,0,304,932,0,0,20,5452,4002,0,0,388,61,0,0,0,0,0,0,0,0,0,0,52,579,0,0,1426,2734,
29800,500,0,0,1,24,0,0,0,0,0,0,0,0,0,0,7,884,0,0,0,8981,3087,0,0,4,2453,0,0,0,0,0,0,4,0,0,0,9,2,0,0,0,14268,2022,0,0,1,2367,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1117,
43209,119,0,0,1,29,0,0,0,0,0,0,0,0,0,0,20,1,0,0,16,1241,3786,0,0,0,865,0,0,0,0,0,0,0,0,0,0,30,50,0,0,18,10117,2375,0,0,0,570,0,0,0,0,0,3,0,0,0,0,152,64,0,0,1254,1616,
30069,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,75,46,0,0,1,399,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,159,90,0,0,0,773,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12753,1364,0,0,1,19799,
30285,313,0,0,0,518,0,0,0,0,0,0,0,0,0,0,40,4,0,0,1,3268,4136,0,0,0,8660,8907,0,0,0,0,0,0,0,0,0,3042,0,0,0,1,38,1068,0,0,0,24,0,0,0,0,0,712,0,0,0,1980,295,0,0,0,0,2244,
33241,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,103,11,0,0,75,2944,153,0,0,0,9,0,0,0,0,0,0,49,0,0,0,1672,18,0,0,6331,2836,432,0,0,0,4,0,15,0,0,0,15,5,0,0,322,8497,727,0,13,4051,3996,
29690,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,187,21,0,0,114,2489,21,0,0,1,3,0,0,0,0,0,2,2,0,0,0,6441,79,0,0,2996,10071,501,0,0,0,2,0,0,0,0,0,6,0,0,0,1,1950,84,0,0,8454,2413,
37394,66,0,0,2,111,0,0,0,0,0,0,0,0,0,0,33,5,0,0,38,429,52,0,0,2,246,4425,0,0,0,4,1,0,0,0,1,65,2,0,0,32,1006,1708,0,0,88,13152,0,0,0,0,0,239,3,0,0,0,66,0,0,0,3321,3045,
44288,76,0,0,0,181,18,0,0,0,2,0,0,0,0,0,17,0,0,0,27,195,122,0,0,0,822,3402,0,0,0,3504,0,0,0,0,0,16,0,0,0,31,704,79,0,0,22,7992,0,0,0,0,0,0,0,0,0,0,593,1,0,0,3063,381,
47870,39,0,0,1,12,0,0,0,0,22,0,0,0,2,0,74,0,0,0,18,233,30,0,0,0,12,0,0,0,5,10,1,0,0,0,444,827,1,0,0,53,512,1271,0,0,11,90,0,0,0,0,28,668,0,0,0,76,642,69,0,0,427,12088,
34230,66,0,0,12,100,0,0,0,0,0,0,0,0,0,0,144,5,0,0,50,853,49,0,0,9,45,0,0,0,0,0,0,0,0,0,12,2685,14,0,0,16,588,1439,0,0,19,629,0,0,0,0,0,1584,0,0,0,1439,1711,27,0,0,379,19431,
34866,63,0,0,46,227,1,0,0,0,0,0,0,0,0,0,25,12,0,0,0,3054,1133,0,0,1,676,35,0,0,0,0,2,0,0,0,2,367,18,0,0,0,560,1095,0,0,1,567,0,0,0,0,0,668,0,0,0,45,97,0,0,0,8,21967,
36508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,434,8304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6233,3,0,0,5336,67,0,0,0,0,0,0,0,0,0,0,49,13,0,0,1414,1341,3,0,2043,2479,1147,
31484,128,0,0,1,13,0,0,0,0,0,0,0,0,0,0,123,28,0,0,94,5727,2084,0,0,0,48,0,0,0,0,0,1,3,0,0,0,211,73,0,0,444,11252,3907,0,0,0,0,0,0,0,0,0,1155,10,0,0,244,1993,635,0,21,2478,3379,
40267,110,0,0,0,4121,510,0,0,0,0,0,0,0,0,0,114,39,0,0,0,499,569,0,0,1,637,4,0,0,0,0,0,2,0,0,0,206,1664,0,0,0,646,51,0,0,0,46,0,0,0,0,0,7,1665,0,0,0,3719,63,0,0,0,10596,
48107,20,0,0,163,17,0,0,0,0,0,0,0,0,0,0,18,2,0,0,68,707,28,0,0,1939,117,0,0,0,0,0,0,0,0,0,0,15,1,0,0,2085,1334,480,0,0,4074,347,0,0,0,0,0,0,0,0,0,0,65,0,0,0,524,5425,
38489,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,319,50,0,0,136,818,1681,0,0,0,2,0,0,0,0,0,4,3,0,0,1,5134,795,0,0,172,2076,178,0,0,1,6,0,0,0,0,0,5214,0,0,0,1483,290,26,0,96,3810,4706,
50296,69,0,0,0,42,0,0,0,0,0,0,0,0,0,0,33,0,0,0,173,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,4867,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,151,0,0,2762,4334,840,
43120,113,0,0,0,62,0,0,0,0,0,0,0,0,0,0,142,144,0,0,91,271,1,0,0,0,0,0,0,0,0,0,10,18,0,0,134,3803,15,0,0,1863,290,18,0,0,0,0,0,0,0,0,3137,1578,0,0,0,5340,336,26,1,3694,608,721,
48613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,1,0,0,63,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,95,3,0,58,2473,719,3,0,0,0,0,0,0,0,0,24,0,0,0,663,169,2482,2,3,1584,1758,5239,
43095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,0,3,7828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,210,0,0,52,7483,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,504,0,0,9,4695,
46235,56,0,0,0,18,0,0,0,0,0,0,0,0,0,0,155,7,0,0,171,4683,720,0,0,0,78,0,0,0,0,0,0,0,0,0,8,1671,0,0,0,2574,2197,125,0,0,0,12,0,0,0,0,0,0,0,0,0,6569,40,0,0,0,29,188,
42358,8,0,0,2,3,0,0,0,0,0,0,0,0,0,0,374,13,0,0,132,247,6,0,0,1,7,0,0,0,0,0,21,0,0,0,548,4024,47,0,17,548,439,36,0,0,5,40,0,0,0,0,2,5209,0,0,1,2238,523,305,0,1960,948,5474,
45993,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,90,99,0,0,98,116,1,0,0,0,2,0,0,0,0,0,0,9,1,0,1,2226,978,0,0,9199,205,13,0,0,0,536,0,0,0,0,0,0,370,0,0,2323,1737,23,0,0,198,1307,
