24981.0,0.0,Cluster:0
34343.0,201.0,Cluster:1
19111.0,0.0,Cluster:2
17954.0,222.0,Cluster:3
35202.0,12.0,Cluster:1
42764.0,75.0,Cluster:1
35104.0,81.0,Cluster:1
42301.0,113.0,Cluster:1
50656.0,36.0,Cluster:1
50480.0,50.0,Cluster:1
24529.0,23.0,Cluster:0
38222.0,4.0,Cluster:1
41565.0,166.0,Cluster:1
41790.0,18.0,Cluster:1
29800.0,0.0,Cluster:1
43209.0,16.0,Cluster:1
30069.0,1.0,Cluster:1
30285.0,1.0,Cluster:1
33241.0,75.0,Cluster:1
29690.0,114.0,Cluster:1
37394.0,38.0,Cluster:1
44288.0,27.0,Cluster:1
47870.0,18.0,Cluster:1
34230.0,50.0,Cluster:1
34866.0,0.0,Cluster:1
36508.0,434.0,Cluster:1
31484.0,94.0,Cluster:1
40267.0,0.0,Cluster:1
48107.0,68.0,Cluster:1
38489.0,136.0,Cluster:1
50296.0,173.0,Cluster:1
43120.0,91.0,Cluster:1
48613.0,63.0,Cluster:1
43095.0,3.0,Cluster:1
46235.0,171.0,Cluster:1
42358.0,132.0,Cluster:1
45993.0,98.0,Cluster:1
45277.0,127.0,Cluster:1
48735.0,27.0,Cluster:1
42534.0,4.0,Cluster:1
27880.0,0.0,Cluster:0
41239.0,195.0,Cluster:1
39215.0,11.0,Cluster:1
42100.0,159.0,Cluster:1
37728.0,79.0,Cluster:1
35030.0,2.0,Cluster:1
29002.0,94.0,Cluster:0
37578.0,92.0,Cluster:1
43616.0,303.0,Cluster:1
40239.0,219.0,Cluster:1
46350.0,893.0,Cluster:1
52322.0,10.0,Cluster:1
53857.0,0.0,Cluster:1
32186.0,23.0,Cluster:1
43970.0,16.0,Cluster:1
51873.0,135.0,Cluster:1
54769.0,43.0,Cluster:1
47932.0,4.0,Cluster:1
48537.0,4.0,Cluster:1
43769.0,289.0,Cluster:1
46075.0,69.0,Cluster:1
45639.0,56.0,Cluster:1
49631.0,0.0,Cluster:1
49774.0,2.0,Cluster:1
47438.0,0.0,Cluster:1
49261.0,0.0,Cluster:1
45583.0,25.0,Cluster:1
50190.0,57.0,Cluster:1
47990.0,40.0,Cluster:1
43074.0,33.0,Cluster:1
45972.0,41.0,Cluster:1
41535.0,158.0,Cluster:1
44668.0,9.0,Cluster:1
40812.0,26.0,Cluster:1
41105.0,216.0,Cluster:1
42022.0,21.0,Cluster:1
52673.0,119.0,Cluster:1
38340.0,59.0,Cluster:1
43579.0,122.0,Cluster:1
48205.0,1552.0,Cluster:1
40103.0,123.0,Cluster:1
48213.0,26.0,Cluster:1
47113.0,89.0,Cluster:1
46973.0,73.0,Cluster:1
56199.0,4.0,Cluster:1
44459.0,114.0,Cluster:1
50374.0,35.0,Cluster:1
48285.0,23.0,Cluster:1
44776.0,168.0,Cluster:1
28423.0,1478.0,Cluster:0
41635.0,10.0,Cluster:1
26554.0,82.0,Cluster:0
45457.0,2.0,Cluster:1
37731.0,101.0,Cluster:1
46243.0,81.0,Cluster:1
30841.0,44.0,Cluster:1
44632.0,81.0,Cluster:1
43258.0,108.0,Cluster:1
42641.0,3.0,Cluster:1
37187.0,49.0,Cluster:1
49222.0,123.0,Cluster:1
33579.0,193.0,Cluster:1
39415.0,0.0,Cluster:1
38692.0,4.0,Cluster:1
49386.0,64.0,Cluster:1
45156.0,1187.0,Cluster:1
49209.0,263.0,Cluster:1
34817.0,200.0,Cluster:1
41565.0,12.0,Cluster:1
42872.0,23.0,Cluster:1
46490.0,29.0,Cluster:1
36469.0,912.0,Cluster:1
41970.0,86.0,Cluster:1
54456.0,21.0,Cluster:1
41528.0,0.0,Cluster:1
33924.0,0.0,Cluster:1
46815.0,0.0,Cluster:1
47421.0,32.0,Cluster:1
44355.0,39.0,Cluster:1
43310.0,20.0,Cluster:1
30450.0,2.0,Cluster:1
37287.0,390.0,Cluster:1
33711.0,19.0,Cluster:1
46135.0,0.0,Cluster:1
39542.0,0.0,Cluster:1
54171.0,96.0,Cluster:1
37562.0,0.0,Cluster:1
38650.0,5.0,Cluster:1
43372.0,104.0,Cluster:1
32203.0,9.0,Cluster:1
46967.0,2.0,Cluster:1
45584.0,2.0,Cluster:1
40612.0,44.0,Cluster:1
40329.0,173.0,Cluster:1
42883.0,25.0,Cluster:1
36420.0,39.0,Cluster:1
46172.0,12.0,Cluster:1
47771.0,87.0,Cluster:1
46464.0,95.0,Cluster:1
46651.0,12.0,Cluster:1
46090.0,8.0,Cluster:1
46684.0,7.0,Cluster:1
41487.0,130.0,Cluster:1
39224.0,3786.0,Cluster:1
36948.0,38.0,Cluster:1
33075.0,26.0,Cluster:1
45010.0,403.0,Cluster:1
37960.0,343.0,Cluster:1
26301.0,2836.0,Cluster:0
38942.0,2.0,Cluster:1
44821.0,8.0,Cluster:1
39414.0,28.0,Cluster:1
40143.0,20.0,Cluster:1
52468.0,1.0,Cluster:1
48122.0,3.0,Cluster:1
41989.0,64.0,Cluster:1
51973.0,28.0,Cluster:1
48664.0,367.0,Cluster:1
28559.0,155.0,Cluster:0
46902.0,22.0,Cluster:1
24933.0,17.0,Cluster:0
46222.0,265.0,Cluster:1
34146.0,1.0,Cluster:1
49013.0,315.0,Cluster:1
44411.0,152.0,Cluster:1
40702.0,3548.0,Cluster:1
41289.0,71.0,Cluster:1
42190.0,78.0,Cluster:1
52072.0,349.0,Cluster:1
36409.0,116.0,Cluster:1
45666.0,27.0,Cluster:1
39414.0,17.0,Cluster:1
27126.0,2.0,Cluster:0
43015.0,157.0,Cluster:1
36995.0,7672.0,Cluster:1
36730.0,1.0,Cluster:1
47101.0,44.0,Cluster:1
36521.0,1.0,Cluster:1
43738.0,253.0,Cluster:1
40953.0,56.0,Cluster:1
47628.0,0.0,Cluster:1
34229.0,99.0,Cluster:1
46196.0,117.0,Cluster:1
40401.0,98.0,Cluster:1
42746.0,121.0,Cluster:1
45388.0,124.0,Cluster:1
40985.0,119.0,Cluster:1
47029.0,116.0,Cluster:1
44276.0,32.0,Cluster:1
45186.0,52.0,Cluster:1
47556.0,5.0,Cluster:1
